t,Jₚᴸ,Jₚᴿ,Jₚ¹²,Jₚ²³, trace
0.0,-0.21596912584379946,0.4905289991432613,0.0,0.0,1
0.05,,,
0.1,,,
0.15,,,
0.2,,,
0.25,,,
0.3,,,
0.35,,,
0.4,,,
0.45,,,
0.5,,,
0.55,,,
0.6,,,
0.65,,,
0.7,,,
0.75,,,
0.8,,,
0.85,,,
0.9,,,
0.95,,,
1.0,,,
1.05,,,
1.1,,,
1.15,,,
1.2,,,
1.25,,,
1.3,,,
1.35,,,
1.4,,,
1.45,,,
1.5,,,
1.55,,,
1.6,,,
1.65,,,
1.7,,,
1.75,,,
1.8,,,
1.85,,,
1.9,,,
1.95,,,
2.0,,,
2.05,,,
2.1,,,
2.15,,,
2.2,,,
2.25,,,
2.3,,,
2.35,,,
2.4,,,
2.45,,,
2.5,-0.00052722348308995,-0.0004113854594108226,-0.00048552047630483577,-0.0004226594018245816,0.9999434732770714
2.55,,,
2.6,,,
2.65,,,
2.7,,,
2.75,,,
2.8,,,
2.85,,,
2.9,,,
2.95,,,
3.0,,,
3.05,,,
3.1,,,
3.15,,,
3.2,,,
3.25,,,
3.3,,,
3.35,,,
3.4,,,
3.45,,,
3.5,,,
3.55,,,
3.6,,,
3.65,,,
3.7,,,
3.75,,,
3.8,,,
3.85,,,
3.9,,,
3.95,,,
4.0,,,
4.05,,,
4.1,,,
4.15,,,
4.2,,,
4.25,,,
4.3,,,
4.35,,,
4.4,,,
4.45,,,
4.5,,,
4.55,,,
4.6,,,
4.65,,,
4.7,,,
4.75,,,
4.8,,,
4.85,,,
4.9,,,
4.95,,,
5.0,-0.0003780384635782661,-0.0010851284936808207,3.755364500867684e-5,-0.0001023321410301144,0.9997749732558778
5.05,,,
5.1,,,
5.15,,,
5.2,,,
5.25,,,
5.3,,,
5.35,,,
5.4,,,
5.45,,,
5.5,,,
5.55,,,
5.6,,,
5.65,,,
5.7,,,
5.75,,,
5.8,,,
5.85,,,
5.9,,,
5.95,,,
6.0,,,
6.05,,,
6.1,,,
6.15,,,
6.2,,,
6.25,,,
6.3,,,
6.35,,,
6.4,,,
6.45,,,
6.5,,,
6.55,,,
6.6,,,
6.65,,,
6.7,,,
6.75,,,
6.8,,,
6.85,,,
6.9,,,
6.95,,,
7.0,,,
7.05,,,
7.1,,,
7.15,,,
7.2,,,
7.25,,,
7.3,,,
7.35,,,
7.4,,,
7.45,,,
7.5,-0.00037474186046143284,-0.0011085820265445353,-2.0519580399174845e-5,-0.0001718415775627614,0.9995506944728876
7.55,,,
7.6,,,
7.65,,,
7.7,,,
7.75,,,
7.8,,,
7.85,,,
7.9,,,
7.95,,,
8.0,,,
8.05,,,
8.1,,,
8.15,,,
8.2,,,
8.25,,,
8.3,,,
8.35,,,
8.4,,,
8.45,,,
8.5,,,
8.55,,,
8.6,,,
8.65,,,
8.7,,,
8.75,,,
8.8,,,
8.85,,,
8.9,,,
8.95,,,
9.0,,,
9.05,,,
9.1,,,
9.15,,,
9.2,,,
9.25,,,
9.3,,,
9.35,,,
9.4,,,
9.45,,,
9.5,,,
9.55,,,
9.6,,,
9.65,,,
9.7,,,
9.75,,,
9.8,,,
9.85,,,
9.9,,,
9.95,,,
10.0,-0.0003723806230282142,-0.0011106189847583912,-1.982944512924645e-5,-0.00016647537538535818,0.9993190525330901
10.05,,,
10.1,,,
10.15,,,
10.2,,,
10.25,,,
10.3,,,
10.35,,,
10.4,,,
10.45,,,
10.5,,,
10.55,,,
10.6,,,
10.65,,,
10.7,,,
10.75,,,
10.8,,,
10.85,,,
10.9,,,
10.95,,,
11.0,,,
11.05,,,
11.1,,,
11.15,,,
11.2,,,
11.25,,,
11.3,,,
11.35,,,
11.4,,,
11.45,,,
11.5,,,
11.55,,,
11.6,,,
11.65,,,
11.7,,,
11.75,,,
11.8,,,
11.85,,,
11.9,,,
11.95,,,
12.0,,,
12.05,,,
12.1,,,
12.15,,,
12.2,,,
12.25,,,
12.3,,,
12.35,,,
12.4,,,
12.45,,,
12.5,-0.00036735396410661567,-0.0011088735926898159,-2.3273383813979824e-5,-0.0001692858462301597,0.9990781691987445
12.55,,,
12.6,,,
12.65,,,
12.7,,,
12.75,,,
12.8,,,
12.85,,,
12.9,,,
12.95,,,
13.0,,,
13.05,,,
13.1,,,
13.15,,,
13.2,,,
13.25,,,
13.3,,,
13.35,,,
13.4,,,
13.45,,,
13.5,,,
13.55,,,
13.6,,,
13.65,,,
13.7,,,
13.75,,,
13.8,,,
13.85,,,
13.9,,,
13.95,,,
14.0,,,
14.05,,,
14.1,,,
14.15,,,
14.2,,,
14.25,,,
14.3,,,
14.35,,,
14.4,,,
14.45,,,
14.5,,,
14.55,,,
14.6,,,
14.65,,,
14.7,,,
14.75,,,
14.8,,,
14.85,,,
14.9,,,
14.95,,,
15.0,-0.000363369305495135,-0.0011053077837358143,-2.4514343344138012e-5,-0.0001694051376219172,0.9988325579996438
15.05,,,
15.1,,,
15.15,,,
15.2,,,
15.25,,,
15.3,,,
15.35,,,
15.4,,,
15.45,,,
15.5,,,
15.55,,,
15.6,,,
15.65,,,
15.7,,,
15.75,,,
15.8,,,
15.85,,,
15.9,,,
15.95,,,
16.0,,,
16.05,,,
16.1,,,
16.15,,,
16.2,,,
16.25,,,
16.3,,,
16.35,,,
16.4,,,
16.45,,,
16.5,,,
16.55,,,
16.6,,,
16.65,,,
16.7,,,
16.75,,,
16.8,,,
16.85,,,
16.9,,,
16.95,,,
17.0,,,
17.05,,,
17.1,,,
17.15,,,
17.2,,,
17.25,,,
17.3,,,
17.35,,,
17.4,,,
17.45,,,
17.5,-0.0003598548334436476,-0.001100639247347212,-2.539860559119008e-5,-0.00017003668264154974,0.9985849535605942
17.55,,,
17.6,,,
17.65,,,
17.7,,,
17.75,,,
17.8,,,
17.85,,,
17.9,,,
17.95,,,
18.0,,,
18.05,,,
18.1,,,
18.15,,,
18.2,,,
18.25,,,
18.3,,,
18.35,,,
18.4,,,
18.45,,,
18.5,,,
18.55,,,
18.6,,,
18.65,,,
18.7,,,
18.75,,,
18.8,,,
18.85,,,
18.9,,,
18.95,,,
19.0,,,
19.05,,,
19.1,,,
19.15,,,
19.2,,,
19.25,,,
19.3,,,
19.35,,,
19.4,,,
19.45,,,
19.5,,,
19.55,,,
19.6,,,
19.65,,,
19.7,,,
19.75,,,
19.8,,,
19.85,,,
19.9,,,
19.95,,,
20.0,-0.0003553726810200204,-0.0010946636417243458,-2.4776261494321098e-5,-0.0001695582344507674,0.9983392704548727
20.05,,,
20.1,,,
20.15,,,
20.2,,,
20.25,,,
20.3,,,
20.35,,,
20.4,,,
20.45,,,
20.5,,,
20.55,,,
20.6,,,
20.65,,,
20.7,,,
20.75,,,
20.8,,,
20.85,,,
20.9,,,
20.95,,,
21.0,,,
21.05,,,
21.1,,,
21.15,,,
21.2,,,
21.25,,,
21.3,,,
21.35,,,
21.4,,,
21.45,,,
21.5,,,
21.55,,,
21.6,,,
21.65,,,
21.7,,,
21.75,,,
21.8,,,
21.85,,,
21.9,,,
21.95,,,
22.0,,,
22.05,,,
22.1,,,
22.15,,,
22.2,,,
22.25,,,
22.3,,,
22.35,,,
22.4,,,
22.45,,,
